,result,decision,ageDiff,weightDiff,heightDiff,reachDiff,total_bouts_A,total_bouts_B,KoPercent_A,KoPercent_B,WinPercent_A,WinPercent_B,LossPercent_A,LossPercent_B,DrawPercent_A,DrawPercent_B
190317,win_A,KO,-11.0,-35.0,-8.0,-10.0,53,61,67.9245283018868,52.459016393442624,92.45283018867924,77.04918032786885,7.547169811320755,22.950819672131146,20.754716981132077,1.639344262295082
190323,win_A,KO,-4.0,-20.0,-9.0,-19.0,46,47,67.3913043478261,72.3404255319149,93.47826086956522,87.2340425531915,6.521739130434782,12.76595744680851,23.91304347826087,2.127659574468085
190422,win_B,MD,1.0,-9.0,-1.0,9.0,60,137,45.0,23.357664233576642,83.33333333333334,86.13138686131386,16.666666666666664,13.86861313868613,5.0,4.37956204379562
190423,win_A,PTS,1.0,-2.0,-1.0,9.0,59,136,45.76271186440678,23.52941176470588,83.05084745762711,86.76470588235294,16.94915254237288,13.23529411764706,5.084745762711865,4.411764705882353
190429,win_B,PTS,3.0,-3.0,4.0,-5.0,130,70,24.615384615384617,48.57142857142857,86.92307692307692,92.85714285714286,13.076923076923078,7.142857142857142,4.615384615384616,11.428571428571429
190435,win_A,PTS,2.0,-5.0,4.0,-5.0,124,66,25.806451612903224,48.484848484848484,86.29032258064517,93.93939393939394,13.709677419354838,6.0606060606060606,4.838709677419355,12.121212121212121
190438,win_B,PTS,1.0,-4.0,-1.0,9.0,50,121,50.0,26.446280991735538,84.0,85.9504132231405,16.0,14.049586776859504,4.0,4.958677685950414
190485,win_A,PTS,0.0,2.0,5.0,-2.0,75,52,34.66666666666667,5.769230769230769,89.33333333333333,63.46153846153846,10.666666666666668,36.53846153846153,6.666666666666667,25.0
190489,draw,PTS,0.0,0.0,5.0,-2.0,72,51,36.11111111111111,5.88235294117647,90.27777777777779,62.745098039215684,9.722222222222223,37.254901960784316,5.555555555555555,23.52941176470588
190490,win_B,PTS,-2.0,-7.0,-4.0,11.0,29,71,51.724137931034484,36.61971830985916,89.65517241379311,90.14084507042254,10.344827586206897,9.859154929577464,0.0,5.633802816901409
190497,win_A,PTS,0.0,-3.0,9.0,10.0,64,115,35.9375,38.26086956521739,89.0625,79.13043478260869,10.9375,20.869565217391305,6.25,17.391304347826086
190500,draw,PTS,2.0,-1.0,4.0,-5.0,62,37,37.096774193548384,54.054054054054056,88.70967741935483,100.0,11.29032258064516,0.0,4.838709677419355,8.108108108108109
190539,win_A,PTS,-6.0,-3.0,16.0,19.0,25,100,60.0,26.0,92.0,78.0,8.0,22.0,4.0,9.0
190588,win_A,TKO,-1.0,0.0,1.0,7.0,25,24,60.0,70.83333333333334,88.0,91.66666666666666,12.0,8.333333333333332,8.0,0.0
190597,win_A,TKO,0.0,0.0,1.0,7.0,18,15,50.0,80.0,83.33333333333334,100.0,16.666666666666664,0.0,11.11111111111111,0.0
190652,win_A,UD,-5.0,0.0,8.0,17.0,11,15,45.45454545454545,46.666666666666664,90.9090909090909,86.66666666666667,9.090909090909092,13.333333333333334,0.0,6.666666666666667
190669,win_A,PTS,2.0,-7.0,-15.0,-6.0,46,26,67.3913043478261,69.23076923076923,91.30434782608695,80.76923076923077,8.695652173913043,19.230769230769234,17.391304347826086,3.8461538461538463
190670,win_A,KO,2.0,-12.0,-15.0,-6.0,44,20,68.18181818181817,65.0,93.18181818181817,80.0,6.8181818181818175,20.0,18.181818181818183,5.0
190671,win_A,KO,-2.0,-3.0,-8.0,-3.0,43,26,67.44186046511628,69.23076923076923,93.02325581395348,80.76923076923077,6.976744186046512,19.230769230769234,18.6046511627907,0.0
190672,win_A,KO,-2.0,-5.0,-8.0,-3.0,42,25,66.66666666666666,72.0,92.85714285714286,84.0,7.142857142857142,16.0,19.047619047619047,0.0
190677,win_A,KO,-2.0,1.0,-8.0,-3.0,37,21,62.16216216216216,80.95238095238095,91.8918918918919,95.23809523809523,8.108108108108109,4.761904761904762,21.62162162162162,0.0
190678,win_A,KO,-1.0,1.0,-9.0,13.0,35,36,62.857142857142854,58.333333333333336,91.42857142857143,80.55555555555556,8.571428571428571,19.444444444444446,20.0,33.33333333333333
190925,win_A,TKO,10.0,0.0,1.0,4.0,39,14,56.41025641025641,35.714285714285715,89.74358974358975,100.0,10.256410256410255,0.0,7.6923076923076925,0.0
190931,win_A,KO,-2.0,-1.0,1.0,1.0,31,42,48.38709677419355,33.33333333333333,87.09677419354838,73.80952380952381,12.903225806451612,26.190476190476193,9.67741935483871,4.761904761904762
190938,win_A,UD,-1.0,0.0,3.0,4.0,23,23,52.17391304347826,78.26086956521739,86.95652173913044,91.30434782608695,13.043478260869565,8.695652173913043,4.3478260869565215,4.3478260869565215
190964,win_A,PTS,2.0,-1.0,2.0,-5.0,43,43,72.09302325581395,48.837209302325576,90.69767441860465,86.04651162790698,9.30232558139535,13.953488372093023,2.3255813953488373,6.976744186046512
190972,win_A,UD,-1.0,0.0,8.0,8.0,34,50,76.47058823529412,38.0,94.11764705882352,74.0,5.88235294117647,26.0,2.941176470588235,4.0
191199,win_A,SD,4.0,52.0,13.0,26.0,42,23,78.57142857142857,43.47826086956522,97.61904761904762,78.26086956521739,2.380952380952381,21.73913043478261,0.0,4.3478260869565215
191200,win_A,TKO,4.0,-10.0,8.0,8.0,41,54,78.04878048780488,46.2962962962963,97.5609756097561,53.70370370370371,2.4390243902439024,46.2962962962963,0.0,1.8518518518518516
191203,win_A,KO,-4.0,6.0,-5.0,-2.0,37,23,81.08108108108108,95.65217391304348,97.2972972972973,100.0,2.7027027027027026,0.0,0.0,0.0
191204,win_A,KO,3.0,27.0,8.0,15.0,36,26,80.55555555555556,96.15384615384616,97.22222222222221,100.0,2.7777777777777777,0.0,0.0,0.0
191205,win_A,UD,-1.0,13.0,5.0,0.0,35,16,82.85714285714286,75.0,97.14285714285714,100.0,2.857142857142857,0.0,0.0,0.0
191206,win_A,KO,-12.0,20.0,8.0,10.0,33,28,84.84848484848484,46.42857142857143,100.0,67.85714285714286,0.0,32.142857142857146,0.0,0.0
191207,win_A,TKO,-10.0,-1.0,5.0,8.0,32,53,84.375,60.37735849056604,100.0,94.33962264150944,0.0,5.660377358490567,0.0,3.7735849056603774
191209,win_A,TKO,-4.0,6.0,14.0,23.0,29,30,86.20689655172413,26.666666666666668,100.0,56.666666666666664,0.0,43.333333333333336,0.0,3.3333333333333335
191213,win_A,KO,-2.0,5.0,9.0,8.0,25,19,88.0,78.94736842105263,100.0,94.73684210526315,0.0,5.263157894736842,0.0,0.0
191219,win_A,TKO,-2.0,22.0,15.0,7.0,19,28,89.47368421052632,67.85714285714286,100.0,78.57142857142857,0.0,21.428571428571427,0.0,0.0
191242,draw,PTS,-1.0,0.0,0.0,10.0,38,43,63.1578947368421,46.51162790697674,94.73684210526315,97.67441860465115,5.263157894736842,2.3255813953488373,0.0,4.651162790697675
191375,win_B,KO,0.0,-1.0,15.0,17.0,88,145,7.954545454545454,33.793103448275865,80.68181818181817,85.51724137931035,19.318181818181817,14.482758620689657,26.136363636363637,3.4482758620689653
191951,win_A,TKO,-12.0,-15.0,14.0,28.0,18,68,72.22222222222221,51.470588235294116,83.33333333333334,76.47058823529412,16.666666666666664,23.52941176470588,11.11111111111111,23.52941176470588
191960,win_A,KO,6.0,-34.0,-6.0,-18.0,58,26,46.55172413793103,61.53846153846154,74.13793103448276,92.3076923076923,25.862068965517242,7.6923076923076925,27.586206896551722,0.0
192087,win_B,UD,2.0,-8.0,0.0,5.0,31,30,29.03225806451613,46.666666666666664,74.19354838709677,100.0,25.806451612903224,0.0,0.0,0.0
192096,win_A,PTS,-3.0,-2.0,6.0,12.0,19,18,26.31578947368421,44.44444444444444,73.68421052631578,77.77777777777779,26.31578947368421,22.22222222222222,0.0,11.11111111111111
192117,win_A,KO,-1.0,-19.0,4.0,3.0,30,48,56.666666666666664,58.333333333333336,86.66666666666667,95.83333333333334,13.333333333333334,4.166666666666666,13.333333333333334,6.25
192122,win_A,TKO,-1.0,0.0,4.0,12.0,40,44,67.5,61.36363636363637,90.0,97.72727272727273,10.0,2.272727272727273,7.5,2.272727272727273
192125,win_A,TKO,-1.0,0.0,4.0,12.0,33,40,72.72727272727273,67.5,90.9090909090909,100.0,9.090909090909092,0.0,9.090909090909092,2.5
192166,draw,SD,9.0,0.0,-2.0,2.0,84,106,45.23809523809524,69.81132075471697,94.04761904761905,86.79245283018868,5.952380952380952,13.20754716981132,2.380952380952381,0.0
192180,win_A,SD,11.0,-1.0,-4.0,2.0,69,24,46.3768115942029,33.33333333333333,94.20289855072464,91.66666666666666,5.797101449275362,8.333333333333332,1.4492753623188406,0.0
192181,win_A,UD,11.0,-1.0,-8.0,-8.0,68,66,47.05882352941176,54.54545454545454,94.11764705882352,93.93939393939394,5.88235294117647,6.0606060606060606,1.4705882352941175,0.0
192182,win_A,TKO,2.0,2.0,-4.0,0.0,67,51,46.26865671641791,43.13725490196079,94.02985074626866,68.62745098039215,5.970149253731343,31.372549019607842,1.4925373134328357,0.0
192183,win_A,TKO,5.0,1.0,-4.0,2.0,64,41,45.3125,31.70731707317073,95.3125,75.60975609756098,4.6875,24.390243902439025,1.5625,0.0
192207,win_A,SD,2.0,1.0,-1.0,-5.0,30,38,43.333333333333336,42.10526315789473,90.0,100.0,10.0,0.0,0.0,0.0
192208,win_A,UD,-1.0,0.0,9.0,10.0,37,37,43.24324324324324,72.97297297297297,100.0,91.8918918918919,0.0,8.108108108108109,0.0,2.7027027027027026
192209,win_B,UD,0.0,2.0,2.0,4.0,31,36,74.19354838709677,44.44444444444444,90.32258064516128,100.0,9.67741935483871,0.0,0.0,0.0
192212,win_A,SD,-2.0,1.0,5.0,10.0,33,32,48.484848484848484,71.875,100.0,90.625,0.0,9.375,0.0,0.0
192215,win_A,UD,-7.0,0.0,-4.0,-9.0,30,32,50.0,37.5,100.0,90.625,0.0,9.375,0.0,3.125
192216,win_A,UD,-6.0,0.0,-5.0,-5.0,29,49,51.724137931034484,69.38775510204081,100.0,89.79591836734694,0.0,10.204081632653061,0.0,2.0408163265306123
192219,win_A,UD,-1.0,1.0,-4.0,7.0,25,20,60.0,45.0,100.0,70.0,0.0,30.0,0.0,10.0
192376,win_A,KO,3.0,0.0,0.0,2.0,34,49,85.29411764705883,40.816326530612244,94.11764705882352,51.02040816326531,5.88235294117647,48.97959183673469,0.0,2.0408163265306123
192377,win_A,TKO,-3.0,-1.0,1.0,2.0,31,27,87.09677419354838,29.629629629629626,96.7741935483871,92.5925925925926,3.225806451612903,7.4074074074074066,0.0,0.0
192380,win_A,UD,-4.0,0.0,1.0,-8.0,26,38,92.3076923076923,47.368421052631575,100.0,68.42105263157895,0.0,31.57894736842105,0.0,5.263157894736842
192385,win_B,TKO,3.0,0.0,-1.0,3.0,35,21,85.71428571428571,90.47619047619048,97.14285714285714,100.0,2.857142857142857,0.0,0.0,0.0
192388,win_A,TKO,-14.0,0.0,-7.0,2.0,17,64,88.23529411764706,68.75,100.0,84.375,0.0,15.625,0.0,0.0
192390,win_A,TKO,-6.0,1.0,3.0,0.0,15,19,86.66666666666667,42.10526315789473,100.0,84.21052631578947,0.0,15.789473684210526,0.0,15.789473684210526
192469,win_A,SD,-7.0,-2.0,-1.0,-9.0,54,68,57.407407407407405,50.0,74.07407407407408,82.35294117647058,25.925925925925924,17.647058823529413,3.7037037037037033,0.0
192475,win_A,KO,-9.0,1.0,0.0,-19.0,19,61,52.63157894736842,49.18032786885246,100.0,83.60655737704919,0.0,16.39344262295082,0.0,0.0
192487,win_B,UD,10.0,2.0,-7.0,7.0,48,38,54.166666666666664,60.526315789473685,85.41666666666666,94.73684210526315,14.583333333333334,5.263157894736842,0.0,0.0
192489,win_A,TKO,-5.0,-1.0,12.0,1.0,27,46,88.88888888888889,54.347826086956516,96.29629629629629,86.95652173913044,3.7037037037037033,13.043478260869565,0.0,0.0
192496,win_A,UD,2.0,0.0,0.0,8.0,38,27,60.526315789473685,74.07407407407408,86.8421052631579,92.5925925925926,13.157894736842104,7.4074074074074066,0.0,0.0
192498,win_A,SD,-5.0,0.0,-4.0,2.0,36,62,61.111111111111114,64.51612903225806,86.11111111111111,88.70967741935483,13.88888888888889,11.29032258064516,0.0,1.6129032258064515
192514,win_B,UD,0.0,0.0,11.0,22.0,18,26,61.111111111111114,73.07692307692307,94.44444444444444,92.3076923076923,5.555555555555555,7.6923076923076925,0.0,3.8461538461538463
192606,win_A,TKO,-4.0,-2.0,0.0,-3.0,58,95,34.48275862068966,37.89473684210527,93.10344827586206,89.47368421052632,6.896551724137931,10.526315789473683,1.7241379310344827,15.789473684210526
192611,win_B,PTS,2.0,0.0,4.0,16.0,68,52,48.529411764705884,34.61538461538461,82.35294117647058,94.23076923076923,17.647058823529413,5.769230769230769,10.294117647058822,1.9230769230769231
192631,win_A,PTS,0.0,-2.0,-2.0,-5.0,32,56,21.875,25.0,90.625,94.64285714285714,9.375,5.357142857142857,3.125,16.071428571428573
192632,win_A,PTS,0.0,-3.0,-2.0,-5.0,30,53,23.333333333333332,26.41509433962264,93.33333333333333,96.22641509433963,6.666666666666667,3.7735849056603774,3.3333333333333335,16.9811320754717
192790,win_A,UD,-10.0,0.0,4.0,3.0,17,62,100.0,58.06451612903226,100.0,90.32258064516128,0.0,9.67741935483871,0.0,3.225806451612903
192812,win_B,SD,1.0,-1.0,9.0,10.0,28,58,32.142857142857146,55.172413793103445,89.28571428571429,93.10344827586206,10.714285714285714,6.896551724137931,7.142857142857142,0.0
192817,win_A,TKO,1.0,0.0,-3.0,5.0,52,32,53.84615384615385,56.25,94.23076923076923,81.25,5.769230769230769,18.75,0.0,6.25
192869,win_A,UD,-2.0,-1.0,-3.0,-8.0,28,24,64.28571428571429,58.333333333333336,96.42857142857143,91.66666666666666,3.571428571428571,8.333333333333332,3.571428571428571,0.0
192871,win_A,TKO,-7.0,1.0,2.0,-3.0,26,50,65.38461538461539,34.0,96.15384615384616,70.0,3.8461538461538463,30.0,3.8461538461538463,8.0
192874,win_A,KO,0.0,1.0,-3.0,-5.0,22,24,63.63636363636363,79.16666666666666,95.45454545454545,95.83333333333334,4.545454545454546,4.166666666666666,4.545454545454546,0.0
192875,win_A,TKO,-3.0,0.0,-4.0,10.0,21,27,61.904761904761905,44.44444444444444,95.23809523809523,88.88888888888889,4.761904761904762,11.11111111111111,4.761904761904762,3.7037037037037033
192878,win_A,TKO,-9.0,-1.0,5.0,-3.0,17,38,52.94117647058824,52.63157894736842,94.11764705882352,63.1578947368421,5.88235294117647,36.84210526315789,5.88235294117647,5.263157894736842
192881,win_A,KO,-6.0,0.0,10.0,2.0,13,32,46.15384615384615,62.5,100.0,87.5,0.0,12.5,7.6923076923076925,6.25
192885,win_A,TKO,-6.0,1.0,2.0,2.0,10,23,30.0,43.47826086956522,100.0,65.21739130434783,0.0,34.78260869565217,0.0,8.695652173913043
192895,win_B,UD,0.0,0.0,6.0,0.0,44,32,75.0,62.5,90.9090909090909,93.75,9.090909090909092,6.25,0.0,0.0
192896,win_A,SD,6.0,4.0,-9.0,-3.0,36,43,58.333333333333336,76.74418604651163,91.66666666666666,93.02325581395348,8.333333333333332,6.976744186046512,2.7777777777777777,0.0
192897,win_A,SD,-6.0,0.0,9.0,3.0,39,31,79.48717948717949,61.29032258064516,94.87179487179486,96.7741935483871,5.128205128205128,3.225806451612903,0.0,0.0
192900,win_A,TKO,-3.0,-1.0,9.0,0.0,36,15,80.55555555555556,46.666666666666664,97.22222222222221,80.0,2.7777777777777777,20.0,0.0,13.333333333333334
192905,win_A,TKO,-5.0,0.0,4.0,-5.0,30,37,80.0,56.75675675675676,100.0,89.1891891891892,0.0,10.81081081081081,0.0,0.0
192910,win_A,UD,-2.0,0.0,16.0,13.0,25,15,84.0,46.666666666666664,100.0,100.0,0.0,0.0,0.0,6.666666666666667
192928,win_A,TKO,-5.0,1.0,6.0,0.0,7,14,71.42857142857143,21.428571428571427,100.0,64.28571428571429,0.0,35.714285714285715,0.0,0.0
192946,win_B,UD,6.0,0.0,3.0,13.0,34,38,76.47058823529412,63.1578947368421,88.23529411764706,97.36842105263158,11.76470588235294,2.631578947368421,0.0,0.0
192996,win_A,PTS,3.0,-12.0,-10.0,-13.0,26,35,65.38461538461539,37.142857142857146,84.61538461538461,77.14285714285715,15.384615384615385,22.857142857142858,11.538461538461538,28.57142857142857
193000,win_B,PTS,0.0,8.0,0.0,-9.0,23,39,69.56521739130434,69.23076923076923,86.95652173913044,89.74358974358975,13.043478260869565,10.256410256410255,4.3478260869565215,7.6923076923076925
193059,win_B,PTS,-10.0,0.0,-7.0,-3.0,37,125,48.64864864864865,30.4,83.78378378378379,87.2,16.216216216216218,12.8,2.7027027027027026,17.599999999999998
193121,win_A,PTS,0.0,6.0,6.0,3.0,63,41,28.57142857142857,29.268292682926827,90.47619047619048,82.92682926829268,9.523809523809524,17.073170731707318,19.047619047619047,26.82926829268293
193126,win_A,TKO,0.0,3.0,6.0,3.0,59,37,27.11864406779661,32.432432432432435,91.52542372881356,86.48648648648648,8.47457627118644,13.513513513513514,18.64406779661017,29.72972972972973
193137,win_A,PTS,1.0,0.0,6.0,3.0,49,35,28.57142857142857,34.285714285714285,89.79591836734694,88.57142857142857,10.204081632653061,11.428571428571429,20.408163265306122,31.428571428571427
193179,win_A,PTS,4.0,-3.0,-2.0,-3.0,52,13,34.61538461538461,69.23076923076923,88.46153846153845,100.0,11.538461538461538,0.0,34.61538461538461,23.076923076923077
193498,win_A,UD,-4.0,0.0,9.0,2.0,32,28,90.625,60.71428571428571,100.0,96.42857142857143,0.0,3.571428571428571,0.0,3.571428571428571
193500,win_A,TKO,2.0,-1.0,2.0,1.0,22,16,72.72727272727273,56.25,100.0,100.0,0.0,0.0,0.0,12.5
193506,win_A,UD,-9.0,1.0,5.0,9.0,16,27,75.0,59.25925925925925,100.0,81.48148148148148,0.0,18.51851851851852,0.0,3.7037037037037033
193511,win_A,UD,-8.0,0.0,-3.0,4.0,10,17,70.0,47.05882352941176,100.0,88.23529411764706,0.0,11.76470588235294,0.0,5.88235294117647
193515,win_A,TKO,-4.0,-1.0,5.0,9.0,6,33,66.66666666666666,54.54545454545454,100.0,69.6969696969697,0.0,30.303030303030305,0.0,0.0
193658,win_A,PTS,-5.0,0.0,9.0,-13.0,36,56,44.44444444444444,50.0,94.44444444444444,76.78571428571429,5.555555555555555,23.214285714285715,0.0,5.357142857142857
193660,win_B,KO,-1.0,0.0,5.0,-5.0,34,54,47.05882352941176,64.81481481481481,97.05882352941177,87.03703703703704,2.941176470588235,12.962962962962962,0.0,1.8518518518518516
193666,win_A,UD,3.0,0.0,0.0,-1.0,28,24,53.57142857142857,66.66666666666666,100.0,87.5,0.0,12.5,0.0,4.166666666666666
193671,win_A,TKO,-1.0,0.0,-2.0,-5.0,22,28,54.54545454545454,32.142857142857146,100.0,75.0,0.0,25.0,0.0,10.714285714285714
193948,win_B,UD,-10.0,0.0,0.0,0.0,21,43,23.809523809523807,67.44186046511628,100.0,93.02325581395348,0.0,6.976744186046512,4.761904761904762,0.0
193950,win_A,TKO,-1.0,1.0,4.0,4.0,41,51,68.29268292682927,56.86274509803921,95.1219512195122,94.11764705882352,4.878048780487805,5.88235294117647,0.0,0.0
193951,win_B,UD,0.0,0.0,-13.0,-12.0,53,40,24.528301886792452,70.0,81.13207547169812,95.0,18.867924528301888,5.0,11.320754716981133,0.0
193952,win_B,UD,1.0,-1.0,-12.0,-5.0,39,39,79.48717948717949,71.7948717948718,94.87179487179486,94.87179487179486,5.128205128205128,5.128205128205128,2.564102564102564,0.0
193953,win_A,TKO,0.0,0.0,3.0,-3.0,38,21,71.05263157894737,38.095238095238095,94.73684210526315,85.71428571428571,5.263157894736842,14.285714285714285,0.0,0.0
193955,win_A,MD,-2.0,1.0,-8.0,-10.0,27,36,81.48148148148148,72.22222222222221,88.88888888888889,97.22222222222221,11.11111111111111,2.7777777777777777,3.7037037037037033,0.0
193957,win_A,KO,2.0,-1.0,6.0,10.0,32,22,78.125,50.0,100.0,81.81818181818183,0.0,18.181818181818183,0.0,4.545454545454546
193959,win_A,UD,-7.0,0.0,12.0,7.0,30,44,83.33333333333334,65.9090909090909,100.0,90.9090909090909,0.0,9.090909090909092,0.0,0.0
193960,win_A,TKO,3.0,0.0,3.0,10.0,29,31,82.75862068965517,74.19354838709677,100.0,87.09677419354838,0.0,12.903225806451612,0.0,3.225806451612903
193962,win_A,TKO,1.0,0.0,5.0,-3.0,27,40,81.48148148148148,57.49999999999999,100.0,92.5,0.0,7.5,0.0,2.5
193963,win_A,TKO,-10.0,4.0,13.0,2.0,26,54,80.76923076923077,25.925925925925924,100.0,61.111111111111114,0.0,38.88888888888889,0.0,1.8518518518518516
193967,win_A,UD,-3.0,-2.0,3.0,0.0,22,36,81.81818181818183,36.11111111111111,100.0,83.33333333333334,0.0,16.666666666666664,0.0,0.0
193971,win_A,TKO,-5.0,1.0,15.0,15.0,18,16,83.33333333333334,12.5,100.0,50.0,0.0,50.0,0.0,0.0
194219,win_B,PTS,-3.0,1.0,13.0,19.0,58,77,36.206896551724135,19.480519480519483,86.20689655172413,84.4155844155844,13.793103448275861,15.584415584415584,12.068965517241379,19.480519480519483
194229,win_B,TKO,1.0,1.0,3.0,9.0,117,68,24.786324786324787,19.11764705882353,86.32478632478633,82.35294117647058,13.675213675213676,17.647058823529413,16.23931623931624,20.588235294117645
194242,win_B,PTS,2.0,-1.0,6.0,7.0,90,58,7.777777777777778,18.96551724137931,81.11111111111111,79.3103448275862,18.88888888888889,20.689655172413794,14.444444444444443,18.96551724137931
194314,draw,PTS,1.0,4.0,9.0,21.0,145,57,44.827586206896555,31.57894736842105,83.44827586206897,78.94736842105263,16.551724137931036,21.052631578947366,10.344827586206897,3.508771929824561
194317,win_B,UD,-3.0,0.0,-4.0,-13.0,53,140,30.18867924528302,45.714285714285715,75.47169811320755,84.28571428571429,24.528301886792452,15.714285714285714,3.7735849056603774,10.714285714285714
194318,win_B,TKO,-3.0,4.0,-4.0,-13.0,52,139,30.76923076923077,45.32374100719424,76.92307692307693,84.17266187050359,23.076923076923077,15.827338129496402,3.8461538461538463,10.79136690647482
194360,win_A,PTS,0.0,-3.0,-8.0,-2.0,96,60,41.66666666666667,11.666666666666666,84.375,90.0,15.625,10.0,12.5,13.333333333333334
194365,win_B,PTS,0.0,-2.0,-8.0,-2.0,91,55,41.75824175824176,9.090909090909092,85.71428571428571,90.9090909090909,14.285714285714285,9.090909090909092,13.186813186813188,14.545454545454545
194399,win_B,UD,0.0,1.0,-3.0,0.0,61,85,34.42622950819672,10.588235294117647,85.24590163934425,95.29411764705881,14.754098360655737,4.705882352941177,11.475409836065573,3.5294117647058822
194615,win_A,TKO,-4.0,-3.0,-11.0,-8.0,60,57,43.333333333333336,45.614035087719294,90.0,80.7017543859649,10.0,19.298245614035086,1.6666666666666667,1.7543859649122806
194633,win_B,KO,-4.0,1.0,7.0,3.0,35,39,88.57142857142857,35.8974358974359,88.57142857142857,87.17948717948718,11.428571428571429,12.82051282051282,2.857142857142857,2.564102564102564
194636,win_A,UD,-5.0,-1.0,-9.0,-6.0,36,130,38.88888888888889,31.538461538461537,86.11111111111111,62.30769230769231,13.88888888888889,37.69230769230769,2.7777777777777777,7.6923076923076925
194660,win_A,MD,-11.0,-1.0,2.0,-3.0,13,96,61.53846153846154,40.625,84.61538461538461,71.875,15.384615384615385,28.125,0.0,2.083333333333333
194760,win_A,SD,-7.0,0.0,1.0,0.0,9,47,77.77777777777779,40.42553191489361,88.88888888888889,76.59574468085107,11.11111111111111,23.404255319148938,11.11111111111111,4.25531914893617
195098,win_B,UD,19.0,0.0,-6.0,-5.0,34,30,55.88235294117647,60.0,91.17647058823529,90.0,8.823529411764707,10.0,8.823529411764707,3.3333333333333335
195099,win_A,KO,24.0,0.0,-1.0,3.0,33,15,54.54545454545454,53.333333333333336,90.9090909090909,53.333333333333336,9.090909090909092,46.666666666666664,9.090909090909092,0.0
195103,win_B,UD,3.0,1.0,-6.0,-4.0,56,27,53.57142857142857,55.55555555555556,78.57142857142857,96.29629629629629,21.428571428571427,3.7037037037037033,1.7857142857142856,11.11111111111111
195122,win_B,SD,4.0,-1.0,-4.0,-7.0,10,13,30.0,23.076923076923077,100.0,92.3076923076923,0.0,7.6923076923076925,10.0,23.076923076923077
195139,win_A,MD,-3.0,0.0,-10.0,-12.0,37,16,78.37837837837837,62.5,97.2972972972973,100.0,2.7027027027027026,0.0,2.7027027027027026,0.0
195140,win_A,TKO,-6.0,0.0,-3.0,-7.0,36,46,77.77777777777779,84.78260869565217,97.22222222222221,91.30434782608695,2.7777777777777777,8.695652173913043,2.7777777777777777,0.0
195184,win_A,TKO,-1.0,0.0,-3.0,-1.0,39,38,71.7948717948718,68.42105263157895,94.87179487179486,92.10526315789474,5.128205128205128,7.894736842105263,2.564102564102564,2.631578947368421
195185,win_A,KO,-3.0,0.0,-5.0,-1.0,38,35,71.05263157894737,48.57142857142857,94.73684210526315,94.28571428571428,5.263157894736842,5.714285714285714,2.631578947368421,0.0
195186,win_B,SD,-3.0,0.0,1.0,-5.0,27,35,51.85185185185185,71.42857142857143,96.29629629629629,94.28571428571428,3.7037037037037033,5.714285714285714,3.7037037037037033,2.857142857142857
195193,win_A,MD,8.0,0.0,-3.0,-9.0,44,27,61.36363636363637,77.77777777777779,93.18181818181817,100.0,6.8181818181818175,0.0,0.0,3.7037037037037033
195208,win_A,UD,-8.0,1.0,6.0,1.0,12,24,91.66666666666666,37.5,100.0,66.66666666666666,0.0,33.33333333333333,8.333333333333332,8.333333333333332
195351,win_B,UD,9.0,5.0,4.0,-4.0,70,60,44.285714285714285,43.333333333333336,87.14285714285714,73.33333333333333,12.857142857142856,26.666666666666668,1.4285714285714286,13.333333333333334
195400,win_B,PTS,1.0,1.0,1.0,6.0,74,17,22.972972972972975,47.05882352941176,82.43243243243244,94.11764705882352,17.56756756756757,5.88235294117647,13.513513513513514,0.0
195411,win_B,TKO,0.0,0.0,-1.0,-5.0,6,95,83.33333333333334,43.15789473684211,100.0,97.89473684210527,0.0,2.1052631578947367,0.0,11.578947368421053
195655,win_A,PTS,-5.0,0.0,-2.0,-2.0,113,120,46.017699115044245,28.333333333333332,92.92035398230088,76.66666666666667,7.079646017699115,23.333333333333332,7.079646017699115,5.833333333333333
195664,win_B,SD,0.0,-4.0,10.0,7.0,104,88,47.11538461538461,18.181818181818183,94.23076923076923,87.5,5.769230769230769,12.5,7.6923076923076925,13.636363636363635
195847,win_A,UD,-9.0,-3.0,14.0,16.0,22,35,90.9090909090909,48.57142857142857,100.0,74.28571428571429,0.0,25.71428571428571,0.0,5.714285714285714
195861,win_A,TKO,-11.0,5.0,11.0,6.0,8,8,100.0,62.5,100.0,87.5,0.0,12.5,0.0,0.0
195871,win_A,TKO,-3.0,0.0,-3.0,-2.0,27,36,59.25925925925925,63.888888888888886,88.88888888888889,91.66666666666666,11.11111111111111,8.333333333333332,7.4074074074074066,2.7777777777777777
195879,win_A,UD,0.0,1.0,-5.0,2.0,29,34,72.41379310344827,50.0,96.55172413793103,91.17647058823529,3.4482758620689653,8.823529411764707,0.0,0.0
195913,win_A,KO,-3.0,-19.0,-10.0,-22.0,81,84,37.03703703703704,73.80952380952381,85.18518518518519,90.47619047619048,14.814814814814813,9.523809523809524,18.51851851851852,3.571428571428571
195946,win_A,TKO,-2.0,-35.0,-8.0,-18.0,44,60,34.090909090909086,56.666666666666664,86.36363636363636,73.33333333333333,13.636363636363635,26.666666666666668,25.0,3.3333333333333335
196243,win_A,MD,-9.0,0.0,8.0,-9.0,32,44,34.375,68.18181818181817,93.75,88.63636363636364,6.25,11.363636363636363,0.0,2.272727272727273
